rec-id,gender,given-name,surname,postcode,city,telephone-number,credit-card-number,income-normal,age-uniform,income,age,attr-depend-on-normalage,sex,blood-pressure,native_country,marital,age-Australia-pyramidal
rec-2824-org,female,takeisha,bretland,2905,brisbane,04 7359 5426,4539 8319 7996 1141,33229.23,82,55547.6,48,60,f,70.946,Australia,Married,62
rec-2825-dup-0,,jessika,yeonan,2625,per5h,07 5183 0218,5320 1693 4032 5435,97718.09,90,25242.1,20,44,f,74.508,united state of america,Married,74
rec-2825-org,female,jessica,yeoman,2615,perth,07 5183 0218,5320 1693 4032 5435,97718.09,90,25242.1,20,44,f,74.508,united state of america,Married,74
rec-2826-org,female,layla,reid,2903,perth,03 3723 0179,4716 5829 8985 0346,48266.48,93,42594.7,86,66,f,78.453,Australia,Married,0
rec-2827-org,male,tegan,ryan,2913,melbourne,08 7690 2754,5573 5154 7005 0843,73455.43,105,62400.4,72,43,f,79.663,Australia,Married,51
rec-2828-dup-0,,kadelyn,goldsworthy,291w,peahth,,5342 6954 5477 6785,28416.94,35,48941.6,34,45,f,83.663,japan,Single,36
rec-2828-dup-1,male,kadelyn,goldsw0rthy,2913,perth,,5342 6954 577 6785,28416.94,35,48941.6,35,45,f,83.663,japan,Single,36
rec-2828-org,male,katelyn,goldsworthy,2913,perth,02 5717 0286,5342 6954 5477 6785,28416.94,35,48941.6,34,45,f,83.663,japan,Single,36
rec-2829-dup-0,,sessica,pringl,2603,sydneu,,4816 7255 3959 1196,31531.41,25,121357.9,96,35,f,73.359,united state of america,Married,16
rec-2829-org,male,jessica,pringle,2603,sydney,02 1805 5005,4816 7255 3959 1196,31531.41,25,121357.9,96,35,f,73.359,united state of america,Married,16
rec-2830-org,female,hannah,nassaris,2605,brisbane,08 8592 0561,4556 4466 4236 2813,58216.63,41,95620.8,82,87,na,77.280,Australia,Widowed,61
rec-2831-dup-0,,zybella,camppell,2603,melbourne,,4272 2718 9408 3161,59237.17,90,46026.6,34,69,na,78.243,united state of america,Married,5
rec-2831-dup-1,male,ysbella,campbell,missing,melbouahne,,4272 2718 9408 3161,59237.17,90,46026.6,83,69,na,78.243,united state of america,Married,5
rec-2831-org,male,sybella,campbell,2603,melbourne,02 2200 8424,4272 2718 9408 3161,59237.17,90,46026.6,43,69,na,78.243,united state of america,Married,5
rec-2832-dup-0,,kira,carm0dy,missing,melbourne,,3578 389 1461 9810,67862.48,58,92273.8,98,66,na,66.658,Australia,Divorced,37
rec-2832-dup-1,male,ikra,karmody,2614,melbouahne,,3578 35891461 9810,67862.48,58,92273.8,98,66,na,66.658,Australia,Divorced,37
rec-2832-org,male,kira,carmody,2614,melbourne,02 6837 7343,3578 3589 1461 9810,67862.48,58,92273.8,98,66,na,66.658,Australia,Divorced,37
rec-2833-dup-0,,isal>ella,kreen,260e,melbourne,03 6094 6497,3588 0606 4153 62659,46830.36,55,19187.3,84,62,na,75.248,Australia,Single,29
rec-2833-org,male,isabella,green,2604,melbourne,03 6094 6497,3588 0606 4153 6659,46830.36,55,19187.3,84,62,na,75.248,Australia,Single,29
rec-2834-org,male,madeline,shelley,2614,sydney,07 6347 2521,4024 0071 5125 4488,27917.24,23,61041.9,54,58,f,75.560,united state of america,Single,31
rec-2835-org,male,bethany,waller,2905,melbourne,08 5519 5812,5488 5433 3650 8972,79846.21,11,128037.5,88,26,f,71.275,Srilanka,Single,11
rec-2836-dup-0,,tesi,sorieno,2603,melbojrne,,4556 4531 9957 2489,63689.76,78,112522.3,27,45,f,75.488,japan,Single,49
rec-2836-dup-1,,desy,sorieno,2602,melbo8rne,,4556 4531 9957 2489,63689.76,78,112522.3,276,45,f,75.488,japan,Single,49
rec-2836-org,male,desi,sorieno,2602,melbourne,04 0578 3294,4556 4531 9957 2489,63689.76,78,112522.3,27,45,f,75.488,japan,Single,49
rec-2837-dup-0,male,zemma,pauljen,261r,perth,,5312 8324 48527 0604,86221.89,76,84155.3,88,75,na,78.763,japan,Divorced,66
rec-2837-dup-1,,jemma,pauljen,261r,pergh,,5312 8324 4527 0604,86221.89,76,84155.3,88,75,na,78.763,japan,Divorced,66
rec-2837-org,male,jemma,paulsen,2614,perth,07 7627 9010,5312 8324 4527 0604,86221.89,76,84155.3,88,75,na,78.763,japan,Divorced,66
rec-2838-dup-0,,lili,green,2905,melbouahne,02 6493 3198,3545 31041 3905 5544,22289.86,27,15654.3,6,27,na,85.208,united state of america,Married,32
rec-2838-org,male,lily,green,2905,melbourne,02 6493 3198,3545 3101 3905 5544,22289.86,27,15654.3,76,27,na,85.208,united state of america,Married,32
rec-2839-org,male,mikayla,mason,2905,melbourne,04 6402 3920,4024 0071 5588 7010,48393.67,54,165739.8,36,43,f,80.752,Australia,Married,1
rec-2840-dup-0,,efa,hare,2614,brisbadne,,49259 3897 6085 0203,42957.71,61,27871.4,10,57,na,75.191,Australia,Divorced,6
rec-2840-org,female,eva,hare,2614,brisbane,02 4505 9200,4929 3897 6085 0203,42957.71,61,27871.4,10,57,na,75.191,Australia,Divorced,6
rec-2841-dup-0,,alexqndra,worstley,2996,melbojrne,04 5810 9409,4916 1498 0002 3517,65845.72,11,22462.8,18,57,m,67.936,Australia,Married,57
rec-2841-dup-1,male,aleecsandra,worzley,missing,melborne,04 5810 9409,4916 1498 000 3517,65845.72,11,22462.8,18,57,m,67.936,Australia,Married,57
rec-2841-dup-2,male,aleandra,wo4sley,2806,melbourne,,4916 1498 00502 3517,65845.72,11,22462.8,18,57,m,67.936,Australia,Married,57
rec-2841-org,male,alexandra,worsley,2906,melbourne,04 5810 9409,4916 1498 0002 3517,65845.72,11,22462.8,18,57,m,67.936,Australia,Married,57
rec-2842-dup-0,,ekiily,grosser,2624,perh,04 3986 2888,4024 0071 9560 7592,49618.06,25,19444.8,0,44,na,77.857,japan,Seperated,22
rec-2842-dup-1,male,emiili,grosser,261r,peryh,,4024 0071 9560 7592,49618.06,25,19444.8,04,44,na,77.857,japan,Seperated,22
rec-2842-dup-2,male,emiili,grojser,2624,pertb,,4024 0071 9560 7592,49618.06,25,19444.8,40,44,na,77.857,japan,Seperated,22
rec-2842-org,male,emiily,grosser,2614,perth,04 3986 2888,4024 0071 9560 7592,49618.06,25,19444.8,40,44,na,77.857,japan,Seperated,22
rec-2843-dup-0,female,shenze,kreen,2904,,,4024 0071 0272 3227,50743.68,70,48580.5,51,55,na,73.753,Australia,Divorced,18
rec-2843-org,female,shenae,green,2905,melbourne,02 1066 3342,4024 0071 0272 3227,50743.68,70,48580.5,51,55,na,73.753,Australia,Divorced,18
rec-2844-dup-0,male,roistin,buffedt,2615,pertg,02 6672 5620,4024 001 9647 4323,45127.40,86,71382.5,766,35,na,78.846,Australia,Married,22
rec-2844-dup-1,,roisih,buffe6t,2616,perth,02 6672 5620,4024 0071 9647 4323,45127.40,86,71382.5,72,35,na,78.846,Australia,Married,22
rec-2844-org,male,roisin,buffett,2615,perth,02 6672 5620,4024 0071 9647 4323,45127.40,86,71382.5,76,35,na,78.846,Australia,Married,22
rec-2845-org,female,elisha,morrison,2606,melbourne,08 8117 5765,4486 7463 5114 1760,46425.85,77,56182.5,30,47,f,74.963,Srilanka,Married,46
rec-2846-org,male,sophie,bradshaw,2602,perth,02 1334 2697,4916 5363 8585 5828,34732.21,35,38106.5,53,53,na,72.050,united state of america,Married,17
rec-2847-org,female,jessica,beckwith,2902,sydney,07 5152 6104,4716 3943 1083 2625,28963.12,1,84420.8,91,85,m,82.777,united state of america,Married,19
rec-2848-org,male,zoe,ryan,2902,sydney,03 6776 3212,5399 1828 0420 6443,41321.22,106,92495.3,65,53,m,77.821,united state of america,Widowed,37
rec-2849-org,male,isabella,caruana,2605,melbourne,04 9183 9299,5293 5334 1519 1050,45322.26,118,122501.3,68,66,na,78.169,Australia,Widowed,87
rec-2850-dup-0,,lili,bremers,2692,per5h,,4716 4048 4573 2859,2748.51,42,119418.1,23,48,na,71.175,Srilanka,Married,67
rec-2850-org,male,lily,bremers,2602,perth,07 5437 7971,4716 4048 4573 2859,2748.51,42,119418.1,23,48,na,71.175,Srilanka,Married,67
rec-2851-org,female,hayley,wegman,2605,canberra,08 0052 8311,5384 4703 6065 3463,107784.84,12,79283.0,17,44,m,74.046,united state of america,Married,17
rec-2852-dup-0,,siam,hoffman,29o2,sydjey,,4532 4102 9564 0718,60563.06,22,86787.6,45,44,m,71.985,united state of america,Divorced,28
rec-2852-dup-1,female,sian,hoffiiian,2901,,,4532 4102 9564 0718,60563.06,22,86787.6,454,44,m,71.985,united state of america,Divorced,28
rec-2852-org,female,sian,hoffman,2902,sydney,08 2212 1482,4532 4102 9564 0718,60563.06,22,86787.6,45,44,m,71.985,united state of america,Divorced,28
rec-2853-dup-0,male,amper,brandal,2606,melbo8rne,,4716 2337 9326 1342,45120.71,45,87265.5,47,54,m,71.315,Australia,Divorced,52
rec-2853-dup-1,,amber,brantall,2605,melnourne,04 6504 4627,4716 2337 9326 1342,45120.71,45,87265.5,974,54,m,71.315,Australia,Divorced,52
rec-2853-org,male,amber,brandall,2606,melbourne,04 6504 4627,4716 2337 9326 1342,45120.71,45,87265.5,74,54,m,71.315,Australia,Divorced,52
rec-2854-dup-0,,madelin,hite,missing,melbourne,,4486 1030 0923 6727,77476.16,104,74400.2,66,51,m,71.203,japan,Married,20
rec-2854-org,male,madeline,white,2913,melbourne,07 1814 6396,4486 1030 0923 6727,77476.16,104,74400.2,66,51,m,71.203,japan,Married,20
rec-2855-org,male,logan,cure,2614,sydney,02 4512 2997,6011 5443 3661 2503,68009.00,32,100092.9,57,64,f,73.008,united state of america,Divorced,21
rec-2856-dup-0,,sopie,webb,2y17,melbouahne,04 1441 4272,4556 6489 2810 5366,75264.58,31,72359.9,14,57,na,78.089,Australia,Divorced,37
rec-2856-org,female,sophie,webb,2617,melbourne,04 1441 4272,4556 6489 2810 5366,75264.58,31,72359.9,104,57,na,78.089,Australia,Divorced,37
rec-2857-dup-0,,ceyenne,richmond,2604,melboutne,,6011 9161 9197 1507,40916.34,84,83263.7,93,50,na,74.490,India,Married,54
rec-2857-org,female,cheyenne,richmond,2604,melbourne,07 2204 6458,6011 9161 9197 1507,40916.34,84,83263.7,96,50,na,74.490,India,Married,54
rec-2858-org,male,timara,dixon,2615,melbourne,07 6939 4163,5279 8454 4494 7981,36456.33,107,114918.9,64,36,f,78.288,united state of america,Married,92
rec-2859-org,female,olivia,hadaj,2604,sydney,08 0845 2623,5377 0296 4894 1931,63910.48,57,9449.5,57,39,na,73.022,united state of america,Married,18
rec-2860-dup-0,male,helena,de pono,291w,sydnei,,4532 9005 5796 4723,52152.97,107,73695.0,8,67,na,74.190,India,Married,28
rec-2860-dup-1,male,hlena,de bonp,2914,stydney,03 5044 0372,4532 9005 576 4723,52152.97,107,73695.0,88,67,na,74.190,India,Married,28
rec-2860-dup-2,,hekena,de bono,2912,sydney,,4532 9005 796 4723,52152.97,107,73695.0,88,67,na,74.190,India,Married,28
rec-2860-org,male,helena,de bono,2913,sydney,03 5044 0372,4532 9005 5796 4723,52152.97,107,73695.0,88,67,na,74.190,India,Married,28
rec-2861-dup-0,,talya,wooley,2617,melhourne,,4024 00671 7853 4532,45022.29,66,412.2,109,48,na,78.643,Australia,Married,42
rec-2861-org,male,talyah,wooley,2617,melbourne,04 1751 2540,4024 0071 7853 4532,45022.29,66,412.2,109,48,na,78.643,Australia,Married,42
rec-2862-dup-0,male,tenile,sushaiiies,2905,cabberra,,5417 30747 0184 9599,45368.21,67,37514.7,34,78,na,75.679,Australia,Married,18
rec-2862-dup-1,male,tenlile,zushames,2995,canberra,,5417 074 0184 9599,45368.21,67,37514.7,34,78,na,75.679,Australia,Married,18
rec-2862-org,male,tenille,sushames,2905,canberra,04 1430 9795,5417 0747 0184 9599,45368.21,67,37514.7,34,78,na,75.679,Australia,Married,18
rec-2863-dup-0,,sasckia,parremor,2606,melbourne,,4929 7840 6113 5017,58687.09,84,79539.8,63,20,f,78.562,Australia,Single,56
rec-2863-dup-1,,zaskia,paahremore,2607,melbourne,,4929 7840 69113 5017,58687.09,84,79539.8,63,20,f,78.562,Australia,Single,56
rec-2863-org,male,saskia,parremore,2607,melbourne,07 1212 7779,4929 7840 6113 5017,58687.09,84,79539.8,63,20,f,78.562,Australia,Single,56
rec-2864-dup-0,,laura,kampbell,2905,melpourne,,4716 5095 598 0718,30070.67,107,66470.0,58,39,f,77.976,India,Married,2
rec-2864-dup-1,,lau5a,kampbell,2905,melboujrne,,4716 5095 6598 0718,30070.67,107,66470.0,58,39,f,77.976,India,Married,2
rec-2864-org,male,laura,campbell,2905,melbourne,03 8126 0642,4716 5095 6598 0718,30070.67,107,66470.0,58,39,f,77.976,India,Married,2
rec-2865-org,female,emma,wilczek,2602,sydney,04 6615 5925,4929 4751 0602 4742,66072.58,95,56080.6,67,30,na,76.290,Australia,Single,51
rec-2866-dup-0,female,ema,zbirrski,2608,brisbane,,3599 7721 7246 1381,67237.64,116,14672.8,81,66,na,78.675,India,Widowed,45
rec-2866-org,female,emma,zbierski,2607,brisbane,04 2672 7268,3599 7721 7246 1381,67237.64,116,14672.8,18,66,na,78.675,India,Widowed,45
rec-2867-dup-0,,mharv,nofak,2906,brisbane,,3532 0524 8740 2705,22104.10,109,94613.9,19,34,m,71.086,India,Married,21
rec-2867-dup-1,,mhari,novack,2o05,brisbane,08 6373 3858,3532 0524 840 2705,22104.10,109,94613.9,19,34,m,71.086,India,Married,21
rec-2867-org,female,mhary,novak,2905,brisbane,08 6373 3858,3532 0524 8740 2705,22104.10,109,94613.9,19,34,m,71.086,India,Married,21
rec-2868-org,male,hannah,ilmberger,2914,sydney,04 3848 7032,5398 3554 2466 8587,55622.16,49,48915.2,85,42,m,68.931,united state of america,Divorced,1
rec-2869-org,male,stella,sifkus,2902,perth,08 6350 2236,4539 1407 0032 5141,69231.34,113,203151.6,70,65,f,80.990,Australia,Single,85
rec-2870-dup-0,female,mary,schnitjerling,2903,melbourne,,4916 3339 3185 537,60629.78,10,11590.9,14,70,f,70.841,Australia,Widowed,40
rec-2870-org,female,mhary,schnitzerling,2902,melbourne,02 1832 4693,4916 3339 3185 2537,60629.78,10,11590.9,14,70,f,70.841,Australia,Widowed,40
rec-2871-dup-0,,emiiy,s8rikow,26q5,perth,,4556 9451 3630 1849,74680.16,110,62301.7,39,34,m,74.390,united state of america,Single,28
rec-2871-dup-1,male,emiiy,suriko,2615,pert,,4556 9451 3630 1849,74680.16,110,62301.7,29,34,m,74.390,united state of america,Single,28
rec-2871-dup-2,,emiili,sturikow,2615,pertg,,4556 9451 3630 1849,74680.16,110,62301.7,39,34,m,74.390,united state of america,Single,28
rec-2871-org,male,emiily,surikow,2615,perth,04 8841 5634,4556 9451 3630 1849,74680.16,110,62301.7,39,34,m,74.390,united state of america,Single,28
rec-2872-dup-0,,kaysey,donaldston,261r,melbourne,,4916 2130 41393 1413,37361.67,104,66961.5,57,40,f,82.776,Australia,Divorced,1
rec-2872-dup-1,,kayjey,donaldston,2615,melbouahne,04 9028 3116,4916 2130 4393 1413,37361.67,104,66961.5,57,40,f,82.776,Australia,Divorced,1
rec-2872-org,male,kaysey,donaldson,2614,melbourne,04 9028 3116,4916 2130 4393 1413,37361.67,104,66961.5,57,40,f,82.776,Australia,Divorced,1
rec-2873-dup-0,,istabella,reid,missing,meobourne,,5442 4832 6370 8888,71733.50,19,79900.0,88,57,na,72.547,Australia,Single,16
rec-2873-org,male,isabella,reid,2602,melbourne,08 2633 9812,5442 4832 6370 8888,71733.50,19,79900.0,88,57,na,72.547,Australia,Single,16
rec-2874-dup-0,male,elli,noakk,2602,melbourne,,4024 0071 521 2374,49333.47,15,59434.3,3,38,na,73.937,Australia,Divorced,42
rec-2874-dup-1,,elli,noak,missing,melbourne,,4024 0071 5217 2374,49333.47,15,59434.3,83,38,na,73.937,Australia,Divorced,42
rec-2874-dup-2,male,elli,noakk,26o2,melbourne,,4024 0071 5217 2374,49333.47,15,59434.3,8,38,na,73.937,Australia,Divorced,42
rec-2874-org,male,ellie,noack,2602,melbourne,02 6283 8475,4024 0071 5217 2374,49333.47,15,59434.3,83,38,na,73.937,Australia,Divorced,42
rec-2875-dup-0,,bailew,hinkz,2605,melbourne,,4168 8783 05401 7690,39028.52,19,143538.1,79,32,f,77.363,united state of america,Married,6
rec-2875-org,male,bailee,hinks,2605,melbourne,03 3441 5157,4168 8783 5401 7690,39028.52,19,143538.1,79,32,f,77.363,united state of america,Married,6
rec-2876-org,female,callie,szauer,2605,canberra,08 6254 0593,4907 1391 6544 9085,52211.86,75,53610.7,31,44,na,68.048,united state of america,Married,15
rec-2877-dup-0,,ebony,a9ius,2697,canberra,,4539 2876 3153 7474,22580.56,93,25534.3,189,17,m,73.655,Australia,Single,4
rec-2877-org,female,ebony,agius,2607,canberra,04 5697 6968,4539 2876 3153 7474,22580.56,93,25534.3,18,17,m,73.655,Australia,Single,4
rec-2878-dup-0,male,ijabella,hofman,291e,sydney,,5468 9031 0121 8062,58451.22,39,31309.0,82,32,f,77.390,united state of america,Married,52
rec-2878-org,male,isabella,hoffman,2913,sydney,02 2611 9188,5468 9031 0121 8062,58451.22,39,31309.0,80,32,f,77.390,united state of america,Married,52
rec-2879-org,male,maria,romeyn,2604,melbourne,07 0231 6272,5468 5844 9508 2445,28477.96,29,42483.9,25,63,f,75.143,Australia,Married,57
rec-2880-dup-0,,annalis,campbell,2995,hobart,,541 6971 0364 0318,48948.13,12,97923.2,108,55,f,80.389,japan,Married,32
rec-2880-dup-1,,annalize,campbell,2906,hobart,,5412 6971 0364 0318,48948.13,12,97923.2,180,55,f,80.389,japan,Married,32
rec-2880-org,female,annalise,campbell,2905,hobart,08 7744 9017,5412 6971 0364 0318,48948.13,12,97923.2,108,55,f,80.389,japan,Married,32
rec-2881-dup-0,,efa,hiteread,261u,stydney,02 8886 8421,4426 7343 1481 8495,46674.39,120,24387.7,96,65,f,73.257,Australia,Married,91
rec-2881-org,female,eva,whiteread,2617,sydney,02 8886 8421,4426 7343 1481 8495,46674.39,120,24387.7,96,65,f,73.257,Australia,Married,91
rec-2882-org,female,erin,morrison,2905,sydney,04 0155 2653,5305 1296 6237 5003,92629.99,21,24371.6,46,68,m,70.002,Australia,Divorced,43
rec-2883-org,female,grace,le bombte,2902,brisbane,07 6516 1070,5551 8891 5620 4230,21993.14,71,81750.1,19,75,na,70.182,japan,Widowed,83
rec-2884-org,male,brooke,white,2615,melbourne,02 8879 4672,3581 7426 2040 2147,17604.66,47,79118.1,94,56,na,81.813,Australia,Divorced,17
rec-2885-dup-0,female,olifia,fan der kolk,2606,melbouahne,08 8563 6870,5122 5307 8622 28008,42693.22,52,97261.0,10,59,f,71.356,Australia,Married,65
rec-2885-org,female,olivia,van der kolk,2607,melbourne,08 8563 6870,5122 5307 8622 2008,42693.22,52,97261.0,10,59,f,71.356,Australia,Married,65
rec-2886-org,female,lily,boxhall,2611,melbourne,03 5316 0431,5113 3122 5384 3447,69914.46,79,204841.9,73,90,f,77.224,Australia,Divorced,75
rec-2887-org,male,emalene,white,2611,melbourne,02 6696 2137,4539 9640 3786 2983,32167.44,23,28413.7,51,52,m,70.692,Australia,Married,10
rec-2888-dup-0,male,montana,jummers-pullin,260w,sydbey,,5188 5033 8161 276,82783.41,85,76481.9,97,43,m,79.634,India,Single,72
rec-2888-dup-1,,omntana,stummers-pullin,2602,,,5188 5033 8161 4276,82783.41,85,76481.9,97,43,m,79.634,India,Single,72
rec-2888-org,male,montana,summers-pullin,2602,sydney,02 8412 3652,5188 5033 8161 4276,82783.41,85,76481.9,97,43,m,79.634,India,Single,72
rec-2889-dup-0,female,jostelyn,marpong,2695,brishane,07 3971 1301,4532 81117 3965 1817,65858.44,55,48052.1,107,73,f,70.785,united state of america,Widowed,45
rec-2889-dup-1,,josekyn,marpong,26o5,brisbane,,4532 8117 3965 1817,65858.44,55,48052.1,107,73,f,70.785,united state of america,Widowed,45
rec-2889-org,female,joselyn,marpaung,2605,brisbane,07 3971 1301,4532 8117 3965 1817,65858.44,55,48052.1,107,73,f,70.785,united state of america,Widowed,45
rec-2890-org,male,isabel,dixon,2606,melbourne,03 4422 2458,6011 6257 4630 2841,51528.50,82,39278.0,100,53,m,74.843,united state of america,Single,58
rec-2891-org,male,keelin,hoaresykes,2615,perth,04 0485 1381,5258 2326 9452 1805,12949.30,39,12717.1,88,55,na,76.312,united state of america,Single,51
rec-2892-org,male,ruby,dalkin,2600,melbourne,04 9859 8213,4929 5809 8119 2801,32017.29,102,28357.1,64,17,m,76.677,united state of america,Single,72
rec-2893-dup-0,female,jadu,hgue,2995,canberra,,4929 4238 2441 792,85119.39,101,116197.3,99,44,f,77.208,Australia,Married,16
rec-2893-org,female,jade,hague,2905,canberra,07 7451 4993,4929 4238 2441 7392,85119.39,101,116197.3,99,44,f,77.208,Australia,Married,16
rec-2894-org,male,rebecca,gillis,2914,melbourne,02 8702 3240,4532 1714 7389 1222,99412.47,113,77477.2,13,73,f,73.188,united state of america,Married,16
rec-2895-dup-0,,juliana,campell,260w,,08 0768 8820,4024 0071 93624193,30146.94,44,280768.2,93,33,f,78.435,united state of america,Single,78
rec-2895-org,male,juliana,campbell,2602,perth,08 0768 8820,4024 0071 9362 4193,30146.94,44,280768.2,93,33,f,78.435,united state of america,Single,78
rec-2896-org,female,holly,pascoe,2913,brisbane,02 9459 4737,4539 9092 3180 8662,30058.39,98,89362.0,16,79,m,81.785,japan,Widowed,58
rec-2897-org,male,alessandria,badman,2611,perth,03 3646 8131,3538 6903 9025 5290,97033.40,68,40276.2,14,58,f,66.798,Australia,Divorced,18
rec-2898-org,female,emiily,snell,2607,sydney,03 0145 5130,4882 9738 1623 5355,69577.01,35,39011.1,61,69,m,79.564,united state of america,Widowed,51
rec-2899-dup-0,male,claudiw,geoahge,2615,per5h,,5559 3840 40503 0976,49457.09,40,66647.4,15,71,na,74.685,Australia,Widowed,32
rec-2899-org,male,claudia,george,2615,perth,02 0597 3604,5559 3840 4053 0976,49457.09,40,66647.4,15,71,na,74.685,Australia,Widowed,32
rec-2900-dup-0,male,jazmyn,ryam,2611,melbouahne,,3540 6761 13836 7221,7395.91,65,67069.7,96,52,na,75.525,Australia,Widowed,67
rec-2900-dup-1,,jasmyn,riean,2612,melbourne,,3540 6761  1383 7221,7395.91,65,67069.7,96,52,na,75.525,Australia,Widowed,67
rec-2900-org,male,jasmyn,ryan,2611,melbourne,08 3015 4347,3540 6761 1383 7221,7395.91,65,67069.7,96,52,na,75.525,Australia,Widowed,67
rec-2901-dup-0,male,matiss,bloomvield,2697,,03 6906 9149,6011 0421 871 7838,38236.61,17,115406.3,19,34,f,75.274,japan,Married,50
rec-2901-dup-1,male,matijse,bloomfielt,2607,pert,,6011 0421 87961 7838,38236.61,17,115406.3,19,34,f,75.274,japan,Married,50
rec-2901-org,male,matisse,bloomfield,2607,perth,03 6906 9149,6011 0421 8761 7838,38236.61,17,115406.3,19,34,f,75.274,japan,Married,50
rec-2902-dup-0,,jac6nta,tsiopilas,2904,br8sbane,,5146 6334 96825 2950,42556.72,70,59094.0,106,72,m,75.185,Australia,Widowed,47
rec-2902-org,female,jacynta,tsiopilas,2904,brisbane,08 5913 4177,5146 6334 9682 2950,42556.72,70,59094.0,106,72,m,75.185,Australia,Widowed,47
rec-2903-org,male,natalee,laney,2602,melbourne,08 6784 6584,4486 2671 8349 8559,45731.64,103,194226.1,38,25,f,72.072,Australia,Single,37
rec-2904-dup-0,,geoahgia,kreen,2615,melbournw,,4024 0071 2983 1672,41385.17,23,54660.5,55,64,na,77.750,united state of america,Single,61
rec-2904-org,male,georgia,green,2615,melbourne,02 8789 9382,4024 0071 2983 1672,41385.17,23,54660.5,55,64,na,77.750,united state of america,Single,61
rec-2905-org,male,jaime,dichiera,2902,sydney,02 5470 3386,3597 1475 3581 3234,47641.45,83,38025.9,69,44,na,77.639,Australia,Married,32
rec-2906-dup-0,,emiily,joly,2914,sydnery,,4929 6103 324 5556,64579.19,79,3594.7,56,30,na,69.915,Australia,Married,86
rec-2906-dup-1,,emiili,zolly,2914,sydhey,,4929 6103 9324 5556,64579.19,79,3594.7,56,30,na,69.915,Australia,Married,86
rec-2906-dup-2,male,emiioy,solly,2914,sydny,,4929 6103 93254 5556,64579.19,79,3594.7,56,30,na,69.915,Australia,Married,86
rec-2906-org,male,emiily,jolly,2914,sydney,02 6061 7973,4929 6103 9324 5556,64579.19,79,3594.7,56,30,na,69.915,Australia,Married,86
rec-2907-org,female,alisha,green,2902,sydney,02 7135 9536,4929 0944 2055 6097,68548.10,59,91551.5,68,38,m,76.213,India,Married,66
rec-2908-dup-0,male,eniily,tenbehsel,missing,melb9urne,,5421 6914 5202 5741,69538.56,54,60766.8,30,88,na,74.843,India,Widowed,77
rec-2908-org,male,emiily,tenbensel,2612,melbourne,02 0918 3688,5421 6914 5202 5741,69538.56,54,60766.8,30,88,na,74.843,India,Widowed,77
rec-2909-dup-0,,ckarla,vajiliev,29p2,melbourne,03 0372 2449,356 0573 2198 5650,70134.10,46,119114.1,63,38,na,70.694,united state of america,Married,9
rec-2909-org,male,karla,vasiliev,2902,melbourne,03 0372 2449,3506 0573 2198 5650,70134.10,46,119114.1,63,38,na,70.694,united state of america,Married,9
rec-2910-dup-0,,kloe,robson,2613,sydney,03 2677 1966,4532 4899 74592 4311,39641.36,80,140947.2,1,27,f,70.263,Australia,Divorced,51
rec-2910-dup-1,female,chjoe,robston,2612,jydney,,4532 4899 752 4311,39641.36,80,140947.2,15,27,f,70.263,Australia,Divorced,51
rec-2910-dup-2,,kloe,ropson,2611,sydnei,03 2677 1966,4532 4899 7592 4311,39641.36,80,140947.2,15,27,f,70.263,Australia,Divorced,51
rec-2910-org,female,chloe,robson,2612,sydney,03 2677 1966,4532 4899 7592 4311,39641.36,80,140947.2,15,27,f,70.263,Australia,Divorced,51
rec-2911-org,male,layla,dixon,2606,melbourne,04 9615 5423,5551 1227 0762 0807,59476.70,45,41875.1,35,17,m,70.934,united state of america,Single,58
rec-2912-org,male,georgia,shepherd,2614,sydney,02 4772 6464,6011 4556 5191 1125,73444.84,24,39939.3,53,39,m,64.849,Australia,Married,68
rec-2913-org,male,michelle,everett,2906,sydney,07 2186 0660,5273 1183 2043 8327,63624.79,31,53438.6,22,16,f,74.157,India,Single,39
rec-2914-org,male,abbey,baynes,2906,melbourne,08 3718 8372,4716 6949 0461 2907,67285.47,64,148720.3,88,44,f,70.802,Australia,Married,18
rec-2915-dup-0,,larw,ckowald,2606,brisbaje,03 8408 4544,5415 4987 0873 0357,43862.31,41,45901.9,9,42,na,78.706,Australia,Married,6
rec-2915-dup-1,,lara,kovvald,2606,brisbzne,,5415 4987 06873 0357,43862.31,41,45901.9,95,42,na,78.706,Australia,Married,6
rec-2915-dup-2,,lars,kowald,2606,brisbahe,,5415 498 0873 0357,43862.31,41,45901.9,95,42,na,78.706,Australia,Married,6
rec-2915-org,female,lara,kowald,2606,brisbane,03 8408 4544,5415 4987 0873 0357,43862.31,41,45901.9,95,42,na,78.706,Australia,Married,6
rec-2916-dup-0,male,felicidy,leslue,261q,jydney,03 5780 2549,4916 8603 1979 12823,64471.09,66,42926.6,91,48,na,79.578,united state of america,Divorced,58
rec-2916-org,male,felicity,leslie,2611,sydney,03 5780 2549,4916 8603 1979 1283,64471.09,66,42926.6,91,48,na,79.578,united state of america,Divorced,58
rec-2917-dup-0,female,xandhe,bastiaans,2511,hobartf,08 6203 8763,5180 60737 4801 3713,57734.67,88,58250.5,742,31,na,72.670,Australia,Divorced,8
rec-2917-dup-1,,anthe,bajtiaans,26q1,hobart,08 6203 8763,5180 6037 4801 83713,57734.67,88,58250.5,74,31,na,72.670,Australia,Divorced,8
